用户名,推荐,游戏时长,评论,政治敏感,emotional_score,rational_score,playtime_norm,rational_norm,emotional_norm,helpful_norm,CPIV_Score,VPV_Score,timestamp,helpful
Popo,Not Recommended,22.6,"
					非哈迷6/10，哈迷7.5/10抛去对哈利波特的粉丝滤镜，这罐头做的相当一般。且无处不在的政治正确还给它带来了一股怪味。剧情平庸，无用的收集要素泛滥，任务枯燥无味。能值得称道的只有对霍格沃茨地图的打磨和差强人意的魔杖战斗系统。游戏带给我的激动从探索完霍格沃茨的5小时后立刻烟消云散，剩下的只有大量臃肿且毫无新意的内容堆积。整个游戏变得极度臃肿，制作组宁愿把大量资源浪费在毫无意义的收集和无聊的支线，也不愿意做有关寇地奇的玩法。政治正确更是极大程度地破坏了游戏体验，导致游戏的沉浸程度暴跌。在此我不一一举例，这些突兀生硬的政治正确好比吃英式早餐时配的不是番茄豆，而是一大块臭腐乳，而且还不能不吃，唉。总而言之，不是哈迷，别买。粉丝程度不是那么高的，也别买。哈迷，可以买，但只是因为没其他吃的了。",1,0.0,0.197399765866113,0.004990684056428002,0.3219092329988697,0.4678894176781991,0.0,0.1307599668221191,0.23444377724474233,2024-11-16 21:19:13.876209,0
馨德,Recommended,7.2,"
					哈粉必玩项目",0,0.0,0.019203208639880072,0.0015748380800283917,0.03131559015411301,0.4678894176781991,0.0,0.013156171293656562,0.2341021926471024,2024-08-08 21:19:13.876209,0
2732702758,Recommended,6.1,"
					太好了",0,0.0,0.008799667487498653,0.0013308490817141338,0.01435003835550173,0.4678894176781991,0.0,0.006272354974886346,0.23407779374727095,2025-06-20 21:19:13.876209,0
脑袋困掉了,Recommended,5.1,"
					哈迷可入",0,0.0,0.012571082362891605,0.0011090409014284448,0.02050026484909194,0.4678894176781991,0.0,0.008643722300208153,0.23405561292924237,2024-08-18 21:19:13.876209,0
弘穆彦一,Recommended,23.3,"
					因为IP而喜欢，当然这个魔法世界做得也还行。。。虽然有很多地方不尽人意，但对于我来说也还是能接受，不过我玩的时间也不算多。。值得推荐",0,0.0,0.09117730358133314,0.005145949782627984,0.14868718680588167,0.4678894176781991,0.0,0.061533254635403864,0.23445930381736235,2024-12-09 21:19:13.876209,0
poached_egg,Not Recommended,14.8,"
					不。。。不好玩",0,0.0,0.022155277895133805,0.003260580250199628,0.036129670583989595,0.4678894176781991,0.0,0.01575610033367569,0.23427076686411952,2024-11-05 21:19:13.876209,0
GODETHAN,Recommended,32.9,"
					太爽了",0,0.0,0.008799667487498653,0.007275308313370597,0.01435003835550173,0.4678894176781991,0.0,0.008650138667548931,0.2346722396704366,2024-09-03 21:19:13.876209,0
Hbogummy,Recommended,10.4,"
					喜欢美丽",0,0.0,0.012571082362891605,0.0022846242569425964,0.02050026484909194,0.4678894176781991,0.0,0.009113955642413815,0.2341731712647938,2025-02-20 21:19:13.876209,0
NYBASS666,Recommended,3.1,"
					《关于夜之城最强黑客转生到霍格沃兹这档事》，黑客就是魔法师！！！",0,0.0,0.06395194892278916,0.0006654245408570669,0.10428949971744628,0.4678894176781991,0.0,0.04198196970332134,0.23401125129318526,2025-01-28 21:19:13.876209,0
ThreshEternal,Not Recommended,5.8,"
					什么垃圾优化！",0,0.0,0.023844467084322994,0.001264306627628427,0.03888431213027534,0.4678894176781991,0.0,0.016059447503161507,0.2340711395018624,2024-10-31 21:19:13.876209,0
R.,Recommended,266.8,"
					过过剧情还可以 建议不要轻易尝试全成就",0,0.0,0.046254077341716285,0.059156241682193245,0.07542873465331877,0.4678894176781991,0.0,0.05383399053420481,0.23986033300731888,2024-10-11 21:19:13.876209,0
易小居,Recommended,9.6,"
					我觉得这个游戏更倾向于解密游戏和和比手速游戏。谁能告诉我怎么把那个钥匙拍进钥匙扣里😭😭才十一级咧，我玩的好慢——来自小黑盒用户居居绑的评价",0,0.0,0.09299830601385124,0.002107177712714045,0.15165678250813072,0.4678894176781991,0.0,0.061505584088337915,0.23415542661037095,2025-02-25 21:19:13.876209,0
Lunyes,Recommended,20.3,"
					很棒 
",0,0.0,0.01239465328737996,0.004480525241770917,0.02021255352315666,0.4678894176781991,0.0,0.009877231505971033,0.23439276136327664,2024-11-02 21:19:13.876209,0
li,Recommended,4.0,"
					原价可能这有问题那有问题，但是秋促133块钱，这就是神作",0,0.0,0.06714920545144844,0.0008650519031141869,0.10950341875288937,0.4678894176781991,0.0,0.04414738826240142,0.23403121402941096,2025-05-12 21:19:13.876209,0
Nadia,Recommended,3.8,"
					场景不错，但是人物建模太丑了，尤其是女号……主线剧情比较无聊，场景交互自由度不高，作为一个喜欢哈利波特ip的粉丝来说我更想体验那种在霍格沃茨当学生的日常而不是频繁打怪，，，不过最主要的还是剧情，真的太无聊了，，，",0,0.0,0.11159070003022961,0.0008206902670570491,0.18197628806156954,0.4678894176781991,0.0,0.07311879133145063,0.23402677786580525,2024-12-06 21:19:13.876209,0
呜呼,Recommended,15.1,"
					好玩",0,0.0,0.004639863874564969,0.003327122704285334,0.007566447784408327,0.4678894176781991,0.0,0.004357428195477465,0.23427742110952807,2024-08-30 21:19:13.876209,0
Allin,Recommended,25.2,"
					仅推荐粉丝。在大世界塞了太多重复的内容，大多数重复的解密并无乐趣可言。阿拉霍洞开 还要自己开锁，而霍格沃茨和霍格莫德则全是锁（？）推荐装去除解锁的mod。（第一次为了简化原作内容去装mod）自诩原著粉丝，看到游戏里很多内容和原著对应是很开心的，所以开始的十几个小时是我觉得最有趣最好玩的时候；后面则显得重复且逐渐无趣。游戏里不能在学生宿舍睡觉又是哪样？我认为的基础的互动都没有，令我震惊",0,0.0,0.13277175826505216,0.005567385325170792,0.2165172520822701,0.4678894176781991,0.0,0.08883385496297637,0.23450144737161663,2025-01-10 21:19:13.876209,0
玉树临风君某人（最高叙事层版）,Not Recommended,1.5,"
					就这么跟你们讲吧，NPC百分之80都是黑鬼，捏脸界面也是按着黑人样貌来的",1,0.0,0.07323262184062297,0.0003105314523999645,0.11942393661804306,0.4678894176781991,0.0,0.04789378722817721,0.23397576198433953,2024-08-15 21:19:13.876209,0
marvelousV,Recommended,1.3,"
					为啥我能撰写评测。。？",0,0.0,0.03222001980293614,0.00026616981634282674,0.05254272626141995,0.4678894176781991,0.0,0.021123558431105114,0.23397132582073382,2025-04-20 21:19:13.876209,0
旋天锋,Recommended,30.5,"
					献给哈迷最好的礼物，目前最好的哈利波特世界观游戏",0,0.0,0.05437447660565734,0.0067429686806849435,0.08867105785076788,0.4678894176781991,0.0,0.038165610612581134,0.23461900570716804,2024-10-27 21:19:13.876209,0
兔子是素的,Recommended,97.0,"
					虽然是罐头游戏但是使我沉迷拍照跑图和跟踪所有有名字的同学 什么时候能把砍掉的互动系统好感度系统什么的整出来就好了",0,0.0,0.08208777543307483,0.02149321266968326,0.13386445881687262,0.4678894176781991,0.0,0.062143068594622354,0.23609403010606786,2025-03-02 21:19:13.876209,0
中野二乃,Recommended,13.6,"
					哈迷无脑入",0,0.0,0.016021795363712253,0.002994410433856801,0.02612750746774235,0.4678894176781991,0.0,0.01164876716063966,0.2342441498824852,2024-12-02 21:19:13.876209,0
KevinDan,Recommended,60.9,"
					好",0,0.0,0.0,0.013485937361369887,0.0,0.4678894176781991,0.0,0.005394374944547955,0.23529330257523653,2024-10-05 21:19:13.876209,0
Jasmineee,Recommended,58.1,"
					整个游戏剧情很沉浸，操作也顺畅，新手也可以很快适应，简直是哈迷的理想世界。",0,0.0,0.06905461228597125,0.012864874456569959,0.11261065674762975,0.4678894176781991,0.0,0.05019021248167989,0.23523119628475653,2025-06-29 21:19:13.876209,0
半岛铁何,Recommended,12.5,"
					好玩，爱玩，喜欢玩",0,0.0,0.02749194139061534,0.0027504214355425433,0.04483242281404398,0.4678894176781991,0.0,0.01903313769983461,0.2342197509826538,2024-07-24 21:19:13.876209,0
snake10001,Not Recommended,44.1,"
					一直闪退 没心思玩了",0,0.0,0.031126964512520686,0.009759559932570314,0.050760228756323376,0.4678894176781991,0.0,0.02420791547555748,0.23492066483235657,2025-03-01 21:19:13.876209,0
explorationproject,Recommended,91.0,"
					每一个哈迷的梦想成真。",0,0.0,0.03222001980293614,0.020162363587969127,0.05254272626141995,0.4678894176781991,0.0,0.029082035939755634,0.23596094519789645,2024-11-20 21:19:13.876209,0
爱梅雪顶咖啡,Not Recommended,5.4,"
					为什么啊！！RTX4060卡的动弹不得，说是PPT都过誉了。画面设置全部选最低，退出这个界面都费劲，隔壁最终幻想16都没这样啊。另一台电脑配置低的反而能玩，但会时不时闪退，怎会如此",0,0.0,0.12312146545447347,0.0011755833555141515,0.2007800583564432,0.4678894176781991,0.0,0.08078225668478295,0.23406226717465095,2024-12-24 21:19:13.876209,0
3685048953,Recommended,45.4,"
					太好玩了，作为哈迷，这简直是仙品",0,0.0,0.04213369155766059,0.010047910566941709,0.06870942461976765,0.4678894176781991,0.0,0.03150293407468374,0.23494949989579372,2025-02-01 21:19:13.876209,0
18886853629,Recommended,22.0,"
					hp迷买了不亏（打折）其他仁者见仁智者见智 
",0,0.0,0.05284269146836118,0.004857599148256588,0.0861731026150939,0.4678894176781991,0.0,0.036412280705340194,0.2344304687539252,2025-06-20 21:19:13.876209,0
洵丶shift,Recommended,17.9,"
					优秀的粉丝向游戏不优秀的罐头开放世界游戏打mod后城堡拍照非常好看",0,0.0,0.06501855379731085,0.003948185609085263,0.10602886326513665,0.4678894176781991,0.0,0.04399081954968877,0.23433952740000807,2025-04-27 21:19:13.876209,0
半只鸭,Not Recommended,49.3,"
					操作乏味，来来回回都是那样的攻击，面对一群敌人也没有群体伤害，剧情也是乏味，小任务一大堆，简单又重复，像极了在上班",0,0.0,0.08529868938003232,0.010912962470055895,0.1391006496570964,0.4678894176781991,0.0,0.06000544485086092,0.23503600508610514,2024-07-03 21:19:13.876209,0
鸣声划过绰约长夜,Recommended,36.4,"
					好玩的罐头，要是能把各npc的支线剧情内容扩展一些+完善一下结局选项就更好了，希望dlc能补全这个",0,0.0,0.07943273865801585,0.008051636944370508,0.12953476344923617,0.4678894176781991,0.0,0.05503456015744267,0.2347498725335366,2024-12-16 21:19:13.876209,0
叶雨轩沙,Recommended,35.4,"
					简单易懂评价（个人观点）5颗星评级画面：♥♥♥♥♥玩法：♥♥♥♥♥剧情：♥♥♥♥♥其他：非常喜爱这个世界观",0,0.0,0.0850291013527451,0.00782982876408482,0.13866101957593122,0.4678894176781991,0.0,0.058596339336006414,0.23472769171550803,2024-12-10 21:19:13.876209,0
cxkdj1433223,Not Recommended,60.2,"
					老是闪退 飞舞东西",0,0.0,0.02874005789102542,0.013330671635169907,0.04686778604549153,0.4678894176781991,0.0,0.024079383072264576,0.23527777600261654,2024-07-21 21:19:13.876209,0
2483575620,Recommended,17.8,"
					很好玩",0,0.0,0.008799667487498653,0.003926004791056694,0.01435003835550173,0.4678894176781991,0.0,0.007310417258623371,0.2343373093182052,2025-03-14 21:19:13.876209,0
snape-38,Not Recommended,15.5,"
					首先光是价格上就不值得，同等价位比他好的游戏有很多。我本人是哈利波特的粉丝，但是这里面无论是战斗上、地图上、画面上、探索都是一般般，那个飞天扫帚比赛真的恶心，我试了4、5遍才过（手残党）。只有咒语这一点比较能看，释放的感觉还行。其他方面都一般般。即使是哈利波特粉丝，再怎么喜欢，这个价都有点亏。 剧情上面我现在还没过完，但是目前看来这部作品和HP他本身系列里的人物几乎没有交集，都是后代角色。 然后就是LGBT和”政治正确“这里面有一个女生用着抠脚大汉的声线说话、一个几十岁大妈说她有老婆……这也是我目前看的最明显的两个，后面不知道还有没有；就是给非常介意这点的人打一个预防针。除非是在大促卖还成，还勉强值这价格。（例如我就是花100多买的豪华版）",1,0.0,0.1661271855452599,0.00341584597639961,0.2709115415841327,0.4678894176781991,0.0,0.10973095502421294,0.2342862934367395,2025-01-08 21:19:13.876209,0
大头爸爸,Not Recommended,23.8,"
					玩久了发现这就一股子育碧味道的罐头  粉丝向 从魔法世界还原的角度来说还不错 但是政治正确横行  角色没几个好看的（草药学老师除外    HP的粉丝买个收藏没事打开看看就差不多了   属于食之无味，弃之可惜 玩又感觉一般般 但是也没有比他更好的哈利波特游戏了",1,0.0,0.11051686931404364,0.005256853872770828,0.18022514098851522,0.4678894176781991,0.0,0.07419279794451443,0.2344703942263766,2024-11-06 21:19:13.876209,0
及时缴纳五险一金,Not Recommended,14.0,"
					地图不大，反而跑图时间较多，内容重复性高",0,0.0,0.0486828878554275,0.0030831337059710764,0.07938951204400051,0.4678894176781991,0.0,0.03298905829998863,0.23425302220969665,2025-02-11 21:19:13.876209,0
Santino,Recommended,7.7,"
					推荐推荐",0,0.0,0.012571082362891605,0.001685742170171236,0.02050026484909194,0.4678894176781991,0.0,0.00887440280770527,0.23411328305611667,2025-05-13 21:19:13.876209,0
hachizz2023,Not Recommended,12.7,"
					老子买的游戏咋不见了。还得重新买 
",0,0.0,0.04535591997888012,0.002794783071599681,0.07396406651395036,0.4678894176781991,0.0,0.030703539834220018,0.2342241871462595,2024-08-16 21:19:13.876209,0
半岛铁盒,Recommended,7.8,"
					非常好的游戏，使我魔杖旋转。重温校园生活，拉文克劳在读学生.",0,0.0,0.06174113676935171,0.001707922988199805,0.10068422267218205,0.4678894176781991,0.0,0.04095685826415275,0.2341155011379195,2025-03-08 21:19:13.876209,0
麦小麦,Recommended,12.7,"
					剧情一般，作为魔法世界模拟器还是不错的",0,0.0,0.047136222719274506,0.002794783071599681,0.07686729128299516,0.4678894176781991,0.0,0.031864829741837936,0.2342241871462595,2025-05-30 21:19:13.876209,0
zbc369,Recommended,50.0,"
					可以说成功还原我心目中的哈利波特世界观，剧情上是经典的英雄击败反派，但我就吃这套",0,0.0,0.07186815896226265,0.011068228196255879,0.11719884178725022,0.4678894176781991,0.0,0.05130682799340244,0.23505153165872514,2025-03-10 21:19:13.876209,0
高桥凉介,Recommended,40.2,"
					游戏不错 很经典 影迷必备~",0,0.0,0.0375595714945553,0.008894508029456127,0.06125018841095846,0.4678894176781991,0.0,0.028057878576165835,0.23483415964204515,2024-11-08 21:19:13.876209,0
奇,Recommended,80.4,"
					翻了一下评论区感觉有点难绷，照评论区我80个小时都在玩屎，可能设备不一样吧反正评论区遇到的问题我一个都没遇到过（）总体来讲是好玩的，剧情也很丰富（某些时候感觉还蛮有深意的），边打主线边打支线偶尔还去转转地图探探险之类的79个小时也没打完，和原作某些设定有呼应，细节做的也不错，互动性很强自由度很高，很多NPC都有自己的故事，也许他们也会让你感慨万分更加爱这个神奇的世界，哈迷还是强推来玩玩的，各种魔法打多了还可以学一下纯正发音哈哈哈。以及某些评论区说人物长得丑的，把你放游戏里估计喷的人更多，遗产本来就是偏写实的画风人物脸上有瑕疵不是正常的？又不是人人磨皮游戏，雀斑法令纹皱纹每个人脸上都可能有的东西你还看不惯了？倪也不普遍啊假设你因为娜娜是个小黑就忽略她精湛的魔法技术和真诚善良的心那你也差不多可以降龙十八掌了，自以为幽默也确实挺好笑的至少把我逗乐了",0,0.0,0.19288902506084163,0.017811196876940827,0.3145533523750474,0.4678894176781991,0.0,0.13294581970079528,0.23572582852679363,2025-06-17 21:19:13.876209,0
待到山花烂漫时,Recommended,6.5,"
					粉丝向游戏，不过不推荐给硬核玩家",0,0.0,0.04213369155766059,0.0014195723538284093,0.06870942461976765,0.4678894176781991,0.0,0.02805159878943842,0.2340866660744824,2025-01-16 21:19:13.876209,0
秋念,Recommended,5.2,"
					哈迷狂喜",0,0.0,0.012571082362891605,0.001131221719457014,0.02050026484909194,0.4678894176781991,0.0,0.008652594627419581,0.23405783101104524,2024-11-05 21:19:13.876209,0
Singapore Bizon King,Recommended,41.6,"
					非常好的游戏 使梅林的苦茶旋转 优点是作为哈迷体验感非常好 缺点是很多任务非常冗长繁复 希望续篇华纳能继续做个人",0,0.0,0.08057930683745027,0.009205039481856091,0.13140452698012597,0.4678894176781991,0.0,0.05624382658479283,0.23486521278728514,2025-01-12 21:19:13.876209,0
满船清梦压星河,Recommended,6.4,"
					真的好玩，建议史低的时候买",0,0.0,0.03646803795362564,0.0013973915357998405,0.05947017249548099,0.4678894176781991,0.0,0.024347025612512334,0.23408444799267952,2024-10-19 21:19:13.876209,0
CLARA,Recommended,12.3,"
					对哈迷来进入魔法世界游玩真的太奇妙了，里边的场景和元素全是熟悉的样子，咒法、魔法课课堂、冥想盆世界、有求必应屋、飞天扫把和魁地奇、霍格莫德村包括奇幻灵动的配乐等等都尽可能让哈迷们满意了，但玩到已经12个小时了，还在反复做解锁技能和手把手教辅助物品的支线任务（且不包括满地跑的收集、跑腿任务和杂七杂八的刷级战斗成就），光走主线任务也并不能提供一个完整的成长体系，所以目前感觉这是一款超慢热的rpg偏养成的游戏，推主线所需要完成的流程或许50+以上，各位哈迷做好这段时间全系列书都能啃完的准备，而且必须最好是每天抽个2h左右做一套日常任务式的单元流程会比较舒适，不然一路推真的会被支离破碎的阻碍感弄得很疲惫。",0,0.0,0.1806417690141616,0.0027060597994854056,0.29458116657721034,0.4678894176781991,0.0,0.1189148905506783,0.2342153148190481,2025-06-21 21:19:13.876209,0
信徒,Recommended,55.6,"
					剧情太短，游戏npc黑人太多，但总体还将就",1,0.0,0.05017650651228408,0.012310354005855737,0.08182522737583942,0.4678894176781991,0.0,0.03765423255267806,0.23517574423968512,2025-01-23 21:19:13.876209,0
Gas,Recommended,16.7,"
					好！",0,0.0,0.004639863874564969,0.0036820157927424362,0.007566447784408327,0.4678894176781991,0.0,0.004499385430860306,0.2343129104183738,2024-11-21 21:19:13.876209,0
苏格拉底,Not Recommended,9.5,"
					魔法太少，剧情人物动作单一有点僵硬，定价却来到了3A水准 384  不值  虽然我打折115入的，但我觉得他连115都不值。",0,0.0,0.1102076742941343,0.0020849968946854763,0.17972092189144906,0.4678894176781991,0.0,0.07272236751445382,0.23415320852856808,2024-09-14 21:19:13.876209,0
Tanhbr,Recommended,2.1,"
					真就找了个学校去上课了呗。足够还原，起码技术力表达出的效果力够了。更多是一种，不够贴合体验？应该做成VR游戏，体验更好。着急的话买一个解解馋还是可以的。",0,0.0,0.0970206562225405,0.0004436163605713779,0.15821622124328213,0.4678894176781991,0.0,0.06346393504154141,0.23398907047515669,2025-06-26 21:19:13.876209,0
Devil小艾,Recommended,16.6,"
					哈米必备",0,0.0,0.012571082362891605,0.0036598349747138676,0.02050026484909194,0.4678894176781991,0.0,0.009664039929522323,0.23431069233657092,2025-02-22 21:19:13.876209,0
1926648754,Recommended,13.2,"
					大ip还原度高，剧情好，就是跑图多",0,0.0,0.043866594905350866,0.0029056871617425253,0.07153535293365686,0.4678894176781991,0.0,0.029776416038159753,0.2342352775552738,2024-11-29 21:19:13.876209,0
神行沉默,Recommended,2.8,"
					混个任务而已，不用在意",0,0.0,0.03222001980293614,0.0005988820867713601,0.05254272626141995,0.4678894176781991,0.0,0.021256643339276526,0.23400459704777668,2024-10-05 21:19:13.876209,0
e1rwyn.lljane,Recommended,24.1,"
					游戏里的尼哥能不能去死啊🖕狗屎黑鬼滚蛋好吗😡去你妈黑皮鬼😅🖕🏿好吗",0,0.0,0.06501855379731085,0.005323396326856535,0.10602886326513665,0.4678894176781991,0.0,0.04454090383679728,0.2344770484717852,2024-10-03 21:19:13.876209,0
玩家,Recommended,8.7,"
					好玩爱玩",0,0.0,0.012571082362891605,0.001907550350456925,0.02050026484909194,0.4678894176781991,0.0,0.008963126079819545,0.23413546387414524,2025-06-11 21:19:13.876209,0
TIOME,Recommended,14.2,"
					牛",0,0.0,0.0,0.003127495342028214,0.0,0.4678894176781991,0.0,0.0012509981368112857,0.23425745837330236,2025-04-17 21:19:13.876209,0
加贺君233,Recommended,59.3,"
					做成这样已经非常不错了，城堡非常还原，剧情也还行，就是魁地奇没做出来可惜了",0,0.0,0.06905461228597125,0.013131044272912786,0.11261065674762975,0.4678894176781991,0.0,0.05029668040821701,0.2352578132663908,2025-04-02 21:19:13.876209,0
Arao,Not Recommended,55.7,"
					一边生气一边玩 我本来打算全成就再来评价的但是玩不下去了",0,0.0,0.05813813589110242,0.012332534823884305,0.09480863693314856,0.4678894176781991,0.0,0.04285646870281315,0.23517796232148797,2025-02-28 21:19:13.876209,0
Dorothy,Recommended,30.3,"
					内容很多但深度都开发的不够，不过对于一个受众过于广泛的ip来讲这个设计是合理的，打折价格当作看了场40个小时的3d电影我觉得挺值的",0,0.0,0.09828801378177465,0.006698607044627806,0.16028296178898824,0.4678894176781991,0.0,0.06679262753344642,0.23461456954356233,2025-05-11 21:19:13.876209,0
1915410554,Recommended,11.0,"
					不错",0,0.0,0.004639863874564969,0.00241770916511401,0.007566447784408327,0.4678894176781991,0.0,0.003993662779808935,0.23418647975561094,2024-10-25 21:19:13.876209,0
小颜不胖,Not Recommended,33.7,"
					我就不明白为什么结束的这么仓促，还有很多坑没填，教授就这么唐突的G了，然后就突然告诉我结束了。真是无语了。",0,0.0,0.08245178176511624,0.0074527548575991495,0.1344580613403612,0.4678894176781991,0.0,0.05676432647918414,0.23468998432485946,2024-10-12 21:19:13.876209,0
肥皂大法师,Not Recommended,2.6,"
					狗屎",0,0.0,0.004639863874564969,0.0005545204507142224,0.007566447784408327,0.4678894176781991,0.0,0.00324838729404902,0.23400016088417097,2024-07-05 21:19:13.876209,0
梦回,Not Recommended,12.0,"
					战斗太少了，全是鸡毛蒜皮的任务。不爽。",0,0.0,0.047136222719274506,0.0026395173453996985,0.07686729128299516,0.4678894176781991,0.0,0.03180272345135795,0.2342086605736395,2025-02-21 21:19:13.876209,0
钟滋滋,Not Recommended,8.7,"
					卡出翔，动不动就闪退",0,0.0,0.03161214447017771,0.001907550350456925,0.0515514349026454,0.4678894176781991,0.0,0.021383594101240935,0.23413546387414524,2025-01-08 21:19:13.876209,0
Zachary,Not Recommended,29.6,"
					像上班一样的子任务，棒读无聊的对话，耗尽了我的耐心，放弃了",0,0.0,0.060594106571109696,0.006543341318427824,0.09881370570514032,0.4678894176781991,0.0,0.04214281880942726,0.23459904297094233,2025-03-21 21:19:13.876209,0
天才小熊猫,Recommended,26.8,"
					我相信我是史低~~~~",0,0.0,0.03222001980293614,0.0059222784136278945,0.05254272626141995,0.4678894176781991,0.0,0.02338600187001914,0.23453693668046233,2025-05-02 21:19:13.876209,0
Duckspeak 鸭话,Not Recommended,26.4,"
					优化依托翔，只推荐真爱粉买单，极度吃运行内存，我调了32g的虚拟内存还是会爆满，然后瞬间闪退，运存不够下至卡顿上至卡顿，而且每次闪退都要从上次自动保存的存档开始玩，心态够好你就来 今天卡出地图外一次 莫名其妙切换观察者视角一次 每次传送我都要担忧一下会不会闪退，而且很烧显卡，对配置有高要求，玩的真心难受维持一审原判",0,0.0,0.13895554112905992,0.005833555141513619,0.22660144235499025,0.4678894176781991,0.0,0.09297399899860155,0.2345280643532509,2024-11-16 21:19:13.876209,0
2465129518,Recommended,6.5,"
					挺好",0,0.0,0.004639863874564969,0.0014195723538284093,0.007566447784408327,0.4678894176781991,0.0,0.0035944080552946945,0.2340866660744824,2024-10-14 21:19:13.876209,0
芝加哥打字机JorahCoffee,Recommended,37.1,"
					一款有细节的罐头",0,0.0,0.02490967738896673,0.008206902670570492,0.04062140148621172,0.4678894176781991,0.0,0.019531321662712885,0.2347653991061566,2024-10-12 21:19:13.876209,0
2452867092,Recommended,4.0,"
					非常有意思 
",0,0.0,0.02197884881962216,0.0008650519031141869,0.035841959258054314,0.4678894176781991,0.0,0.014682804464467401,0.23403121402941096,2025-01-24 21:19:13.876209,0
老王的王姓邻居,Not Recommended,1.6,"
					我靠，玩都玩不了，服了也是，刚刚下载就闪退，还一直解决不了 
",0,0.0,0.06437268860423877,0.00033271227042853344,0.10497562002540801,0.4678894176781991,0.0,0.04212333291833462,0.2339779800661424,2025-02-28 21:19:13.876209,0
1195956201,Recommended,7.1,"
					挺好玩的",0,0.0,0.012571082362891605,0.0015526572619998227,0.02050026484909194,0.4678894176781991,0.0,0.008821168844436705,0.23409997456529952,2025-02-15 21:19:13.876209,0
cocoachino,Recommended,61.4,"
					这款哈利波特粉丝向的游戏总体来说，还是挺不错的，打折入手才是最佳选择，虽然有点小瑕疵，但总体上来说挺成功，希望续作能更好。可以体验魔法世界，各种神奇的事件，操作起来难度适中，对于手残党应该问题不大。不太好的地方，就是人物不太美观，各种服装装备升级感觉有些鸡肋，塞得东西眼花缭乱，但对于战斗好像帮助不大，体验玩玩还行。 
",0,0.0,0.1312725723275991,0.013596841451512732,0.2140724579198721,0.4678894176781991,0.0,0.09106771974855393,0.23530439298425082,2025-01-21 21:19:13.876209,0
2350545624,Not Recommended,24.5,"
					垃圾",0,0.0,0.004639863874564969,0.00541211959897081,0.007566447784408327,0.4678894176781991,0.0,0.005191426953351655,0.23448592079899663,2025-06-22 21:19:13.876209,0
